ID,v1,v2
461,ham,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.
463,ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
466,ham,Wot u up 2 u weirdo?
467,spam,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow
469,spam,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750
470,ham,Where is that one day training:-)
472,ham,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.
474,ham,Easy ah?sen got selected means its good..
475,ham,"Sorry, I'll call later"
476,ham,"That day Ì_ say Ì_ cut ur hair at paragon, is it called hair sense? Do Ì_ noe how much is a hair cut? "
477,ham,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...
478,ham,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins"
479,ham,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?"
481,spam,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)"
483,ham,DO NOT B LATE LOVE MUM
485,ham,As in i want custom officer discount oh.
486,ham,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit... 
487,ham,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE
489,ham,I will see in half an hour
491,ham,Yeah. I got a list with only u and Joanna if I'm feeling really anti social
493,ham,2mro i am not coming to gym machan. Goodnight.
494,spam,Call from 08702490080 - tells u 2 call 09066358152 to claim å£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
495,ham,"I can't, I don't have her number!"
498,ham,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.
499,ham,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.
502,ham,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola"
504,ham,I like dis sweater fr mango but no more my size already so irritating.
505,ham,i want to grasp your pretty booty :)
506,spam,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04
507,ham,"I sent you the prices and do you mean the  &lt;#&gt; g,"
509,spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
510,spam,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
511,ham,Just hopeing that wasnÛ÷t too pissed up to remember and has gone off to his sisters or something!
512,ham,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word)."
513,ham,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.
514,ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
515,spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply."
516,ham,Pathaya enketa maraikara pa'
517,ham,You will go to walmart. I.ll stay.
519,ham,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons
520,ham,He remains a bro amongst bros
523,spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599
524,ham,"I am in tirupur da, once you started from office call me."
525,ham,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.
526,ham,Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs
527,ham,"I'm in a meeting, call me later at"
530,ham,K..k..i'm also fine:)when will you complete the course?
533,ham,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.
537,ham,Hmm thinking lor...
538,ham,Merry christmas to u too annie!
541,ham,Yes... I trust u to buy new stuff ASAP so I can try it out
543,ham,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*
545,ham,"\What are youdoing later? Sar xxx\"""""
546,spam,You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p
548,ham,"K, text me when you're on the way"
550,ham,Ard 530 like dat lor. We juz meet in mrt station then Ì_ dun haf to come out.
551,spam,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs"
552,ham,"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day."
554,ham,Ok... Ur typical reply...
555,ham,Okay same with me. Well thanks for the clarification
556,ham,"Single line with a big meaning::::: \Miss anything 4 ur \""Best Life\"" but"
558,ham,Gud mrng dear hav a nice day
561,ham,I did. One slice and one breadstick. Lol
562,ham,Near kalainar tv office.thenampet
564,ham,Wat u doing there?
565,ham,Still otside le..u come 2morrow maga..
567,ham,I luv u soo much u donåÕt understand how special u r 2 me ring u 2morrow luv u xxx
569,ham,Me too! Have a lovely night xxx
570,spam,Todays Vodafone numbers ending with 4882 are selected to a receive a å£350 award. If your number matches call 09064019014 to receive your å£350 award.
571,ham,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah"
572,spam,URGENT! We are trying to contact U Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm
574,ham,"whatever, im pretty pissed off."
575,ham,Are you at work right now ?
577,ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
578,ham,Same. Wana plan a trip sometme then
580,ham,"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing."
581,ham,The hair cream has not been shipped.
582,ham,It's ok lar. U sleep early too... Nite...
584,ham,But i'm really really broke oh. No amount is too small even  &lt;#&gt; 
586,ham,You said not now. No problem. When you can. Let me know.
587,ham,"Aight, I'll text you when I'm back"
588,ham,Mm feeling sleepy. today itself i shall get that dear
589,ham, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. 
590,spam,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18"
591,ham,Yes. Last  practice
592,ham,Check wid corect speling i.e. Sarcasm
593,ham,"Alright, see you in a bit"
595,ham,Dear reached railway. What happen to you
596,ham,"Haha awesome, I've been to 4u a couple times. Who all's coming?"
597,ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
598,ham,In e msg jus now. U said thanks for gift.
601,ham,K...k:)why cant you come here and search job:)
603,ham,We r outside already.
604,ham,I will lick up every drop :) are you ready to use your mouth as well?
605,ham,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch
606,ham,It's Ì© only $140 ard...Ìä rest all ard $180 at least...Which is Ì© price 4 Ì© 2 bedrm ($900)
607,ham,I'm on the bus. Love you
608,spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+
610,ham,I dont thnk its a wrong calling between us
611,ham,Do u noe how 2 send files between 2 computers?
612,ham,Takin a shower now but yeah I'll leave when I'm done
613,ham,Its a great day. Do have yourself a beautiful one.
615,ham,You are not bothering me but you have to trust my answers. Pls.
616,spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18
617,ham,Ok...
618,spam,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=trueåÁC C RingtoneåÁ
619,ham,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...
621,ham,"Just dropped em off, omw back now"
622,ham,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin
623,ham,I am joining today formally.Pls keep praying.will talk later.
624,ham,Pls go there today  &lt;#&gt; . I dont want any excuses
626,spam,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost å£1.50. 2 cancel send STOP"
627,ham,"K, I'll work something out"
628,spam,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16
631,spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18"
632,ham,What Today-sunday..sunday is holiday..so no work..
633,spam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
634,spam,ringtoneking 84484
638,spam,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
639,ham,Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night
641,ham,HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX
642,ham,No way I'm going back there!
643,ham,"As in missionary hook up, doggy hook up, standing...|"
644,ham,Nice.nice.how is it working?
645,ham,Hhahhaahahah rofl wtf nig was leonardo in your room or something
646,ham,Big brotherÛ÷s really scraped the barrel with this shower of social misfits
647,ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...
648,spam,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or å£1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR"
649,ham,"Superb Thought- \Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.\"":-)"""
651,ham,Fuck cedar key and fuck her (come over anyway tho)
653,ham,Yup n her fren lor. I'm meeting my fren at 730.
654,ham,I'm freezing and craving ice. Fml
655,ham,I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.
656,spam,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???
657,ham,Orh i tot u say she now still dun believe.
658,ham,Hey tmr maybe can meet you at yck
660,ham,Pls i wont belive god.not only jesus.
663,ham,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!
664,ham,You've always been the brainy one.
665,ham,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us"
666,ham,You sure your neighbors didnt pick it up
668,ham,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.
670,ham,No current and food here. I am alone also
671,spam,"URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins"
672,spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm
673,ham,Senthil group company Apnt 5pm.
