EmployeeNumber,Age,BusinessTravel,MonthlyIncome,Department,DistanceFromHome,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,JobRole,MaritalStatus,NumCompaniesWorked,Attrition
214,58,Travel_Rarely,3346,Research & Development,9,Medical,1,2.0,Female,Research Scientist,Married,4,0
1001,27,Travel_Rarely,2811,Research & Development,16,Technical Degree,1,3.0,Female,Laboratory Technician,Married,9,0
1557,48,Travel_Rarely,6439,Sales,16,Life Sciences,1,3.0,Female,Sales Executive,Divorced,8,0
19,28,Travel_Rarely,2028,Research & Development,24,Life Sciences,1,3.0,Male,Laboratory Technician,Single,5,1
202,40,Travel_Frequently,5605,Research & Development,26,Medical,1,2.0,Female,Research Scientist,Divorced,1,0
1037,26,Non-Travel,4969,Sales,29,Medical,1,,Male,Sales Executive,Single,8,1
1088,38,Travel_Rarely,8823,Research & Development,17,Life Sciences,1,3.0,Female,Healthcare Representative,Married,0,0
1858,28,Non-Travel,2706,Human Resources,1,Life Sciences,1,3.0,Male,Human Resources,Divorced,1,0
474,37,Travel_Rarely,5974,Research & Development,6,Medical,1,3.0,Male,Research Scientist,Divorced,4,0
635,37,Travel_Rarely,6447,Research & Development,1,Life Sciences,1,2.0,Female,Manufacturing Director,Married,6,0
1074,55,Non-Travel,16756,Research & Development,2,Medical,1,3.0,Male,Manager,Single,7,0
1733,36,Travel_Rarely,6134,Sales,13,Marketing,1,2.0,Male,Sales Executive,Divorced,5,1
349,29,Travel_Rarely,6931,Sales,20,Marketing,1,4.0,Male,Sales Executive,Divorced,2,0
388,29,Travel_Frequently,4554,Sales,2,Life Sciences,1,2.0,Male,Sales Executive,Single,1,0
105,35,Travel_Rarely,2859,Research & Development,1,Medical,1,2.0,Male,Research Scientist,Single,1,0
1881,31,Travel_Rarely,4197,Research & Development,20,Life Sciences,1,2.0,Male,Laboratory Technician,Divorced,1,0
680,30,Travel_Frequently,2083,Research & Development,3,Medical,1,3.0,Female,Research Scientist,Divorced,1,0
1969,54,Travel_Rarely,2897,Research & Development,9,Life Sciences,1,1.0,Female,Research Scientist,Married,3,0
692,33,Travel_Frequently,7725,Research & Development,6,Life Sciences,1,3.0,Male,Healthcare Representative,Divorced,3,0
2038,32,Travel_Rarely,2439,Research & Development,2,Technical Degree,1,4.0,Male,Research Scientist,Single,1,0
1025,41,Travel_Rarely,5003,Research & Development,7,Medical,1,4.0,Female,Manufacturing Director,Single,6,0
264,45,Non-Travel,16792,Research & Development,2,Medical,1,,Male,Manager,Married,9,0
1061,50,Travel_Rarely,19237,Research & Development,2,Medical,1,2.0,Male,Research Director,Married,2,0
1202,29,Travel_Rarely,2168,Research & Development,15,Life Sciences,1,2.0,Female,Research Scientist,Married,0,0
634,38,Travel_Rarely,9824,Research & Development,10,Medical,1,3.0,Female,Healthcare Representative,Married,3,0
1595,42,Travel_Rarely,19613,Research & Development,9,Other,1,4.0,Male,Manager,Single,8,0
1752,29,Travel_Rarely,2760,Sales,9,Marketing,1,2.0,Female,Sales Representative,Single,1,1
211,51,Travel_Rarely,6132,Research & Development,7,Medical,1,2.0,Male,Manufacturing Director,Married,2,0
1924,33,Travel_Rarely,5487,Sales,10,Marketing,1,2.0,Male,Sales Executive,Single,1,0
1218,35,Travel_Rarely,8966,Sales,17,Life Sciences,1,3.0,Male,Sales Executive,Married,3,0
959,19,Travel_Rarely,2121,Sales,21,Other,1,4.0,Male,Sales Representative,Single,1,1
1349,41,Travel_Frequently,4103,Sales,1,Marketing,1,3.0,Female,Sales Executive,Divorced,0,0
1226,20,Travel_Rarely,2678,Sales,21,Marketing,1,3.0,Male,Sales Representative,Single,1,0
728,47,Travel_Rarely,4960,Sales,14,Marketing,1,4.0,Male,Sales Executive,Single,2,0
2065,49,Travel_Frequently,5390,Sales,2,Medical,1,4.0,Male,Sales Executive,Married,2,0
534,41,Travel_Rarely,8392,Sales,1,Marketing,1,2.0,Male,Sales Executive,Married,1,0
429,39,Travel_Rarely,17068,Research & Development,10,Medical,1,,Male,Manager,Married,1,0
639,24,Travel_Rarely,2725,Research & Development,23,Medical,1,2.0,Male,Research Scientist,Married,1,0
1099,33,Travel_Rarely,7119,Research & Development,5,Life Sciences,1,4.0,Male,Healthcare Representative,Divorced,4,0
7,27,Travel_Rarely,3468,Research & Development,2,Medical,1,1.0,Male,Laboratory Technician,Married,9,0
1068,26,Travel_Frequently,2007,Research & Development,1,Medical,1,1.0,Female,Research Scientist,Divorced,1,0
1552,40,Non-Travel,4069,Research & Development,8,Life Sciences,1,4.0,Male,Healthcare Representative,Divorced,3,0
2040,35,Travel_Rarely,8837,Human Resources,26,Life Sciences,1,3.0,Female,Human Resources,Single,1,0
428,33,Travel_Frequently,11878,Research & Development,5,Life Sciences,1,4.0,Female,Manager,Married,6,0
1638,38,Travel_Rarely,7756,Research & Development,2,Medical,1,4.0,Female,Manufacturing Director,Married,3,0
1911,42,Travel_Rarely,13348,Research & Development,6,Medical,1,3.0,Male,Research Director,Married,9,0
1708,41,Travel_Rarely,9241,Sales,6,Marketing,1,4.0,Male,Sales Executive,Single,1,0
1826,35,Travel_Rarely,2705,Research & Development,23,Medical,1,2.0,Male,Laboratory Technician,Married,0,0
1762,29,Travel_Rarely,2109,Research & Development,4,Technical Degree,1,4.0,Female,Research Scientist,Divorced,1,0
24,38,Travel_Rarely,3944,Research & Development,2,Life Sciences,1,,Male,Research Scientist,Single,5,0
785,47,Travel_Frequently,6397,Sales,27,Life Sciences,1,2.0,Female,Sales Executive,Single,4,1
2044,50,Travel_Frequently,6728,Sales,1,Life Sciences,1,2.0,Male,Sales Executive,Divorced,7,1
1336,55,Travel_Rarely,19187,Research & Development,2,Medical,1,4.0,Female,Manager,Married,4,0
440,28,Travel_Rarely,3464,Research & Development,2,Medical,1,1.0,Male,Research Scientist,Married,5,1
2036,36,Non-Travel,5406,Sales,15,Marketing,1,4.0,Male,Sales Executive,Divorced,1,0
98,31,Travel_Rarely,4424,Research & Development,8,Life Sciences,1,3.0,Female,Manufacturing Director,Single,1,0
1756,33,Non-Travel,5147,Sales,2,Marketing,1,4.0,Female,Sales Executive,Single,8,0
760,39,Travel_Rarely,6389,Human Resources,3,Human Resources,1,3.0,Female,Human Resources,Married,9,0
976,52,Travel_Rarely,17099,Research & Development,1,Life Sciences,1,4.0,Male,Manager,Married,2,0
2048,40,Travel_Rarely,2809,Research & Development,2,Life Sciences,1,3.0,Male,Research Scientist,Single,2,0
1324,31,Non-Travel,9852,Sales,2,Life Sciences,1,4.0,Female,Sales Executive,Divorced,1,0
227,41,Travel_Rarely,2451,Research & Development,14,Life Sciences,1,1.0,Male,Research Scientist,Divorced,4,0
1971,43,Travel_Rarely,7510,Research & Development,11,Life Sciences,1,1.0,Male,Healthcare Representative,Married,1,0
679,32,Travel_Rarely,6322,Research & Development,9,Life Sciences,1,1.0,Female,Research Scientist,Married,1,0
1513,29,Travel_Frequently,3180,Research & Development,2,Life Sciences,1,4.0,Female,Laboratory Technician,Married,0,0
54,27,Travel_Rarely,2341,Research & Development,2,Life Sciences,1,4.0,Female,Laboratory Technician,Divorced,1,0
74,35,Travel_Frequently,9069,Sales,18,Life Sciences,1,2.0,Male,Sales Executive,Married,1,0
408,51,Travel_Rarely,5482,Research & Development,2,Medical,1,,Male,Manufacturing Director,Divorced,5,0
380,37,Non-Travel,13603,Research & Development,1,Medical,1,1.0,Female,Research Director,Divorced,2,0
1459,31,Travel_Frequently,7446,Research & Development,1,Life Sciences,1,3.0,Female,Manufacturing Director,Single,1,1
1696,34,Travel_Rarely,3986,Research & Development,5,Medical,1,,Male,Laboratory Technician,Married,1,0
194,30,Travel_Rarely,2632,Research & Development,18,Life Sciences,1,1.0,Female,Research Scientist,Single,1,0
467,47,Travel_Frequently,2976,Sales,4,Medical,1,2.0,Male,Sales Representative,Single,3,0
1162,27,Travel_Rarely,2539,Research & Development,6,Life Sciences,1,4.0,Male,Research Scientist,Married,1,0
669,21,Travel_Rarely,3447,Sales,22,Technical Degree,1,3.0,Male,Sales Representative,Single,1,0
261,35,Travel_Rarely,5916,Research & Development,23,Life Sciences,1,2.0,Male,Manufacturing Director,Married,3,1
183,25,Travel_Rarely,8639,Sales,28,Life Sciences,1,1.0,Male,Sales Executive,Married,2,0
1681,33,Non-Travel,5368,Sales,16,Life Sciences,1,,Female,Sales Executive,Divorced,1,0
932,39,Travel_Rarely,2404,Research & Development,6,Medical,1,4.0,Male,Laboratory Technician,Married,7,1
376,47,Non-Travel,11849,Research & Development,29,Life Sciences,1,1.0,Male,Manager,Married,1,1
1390,39,Travel_Rarely,6120,Sales,21,Life Sciences,1,1.0,Male,Sales Executive,Married,3,0
1707,24,Travel_Rarely,4401,Research & Development,9,Medical,1,3.0,Male,Research Scientist,Married,1,0
533,30,Travel_Rarely,6577,Sales,12,Technical Degree,1,2.0,Female,Sales Executive,Single,0,0
1464,31,Travel_Frequently,3722,Research & Development,2,Life Sciences,1,2.0,Male,Laboratory Technician,Married,6,1
262,43,Non-Travel,2089,Research & Development,7,Medical,1,4.0,Male,Research Scientist,Divorced,4,0
1312,36,Travel_Rarely,7094,Research & Development,10,Technical Degree,1,4.0,Female,Healthcare Representative,Married,3,0
546,52,Travel_Rarely,16555,Research & Development,4,Life Sciences,1,4.0,Female,Manager,Married,2,0
403,37,Travel_Frequently,2326,Research & Development,9,Medical,1,2.0,Male,Research Scientist,Married,1,0
217,22,Travel_Rarely,2323,Research & Development,19,Medical,1,3.0,Male,Research Scientist,Married,1,0
1728,35,Travel_Rarely,6883,Research & Development,27,Life Sciences,1,4.0,Male,Manufacturing Director,Married,2,0
1952,26,Travel_Rarely,2867,Research & Development,1,Medical,1,3.0,Male,Laboratory Technician,Single,0,0
1898,27,Travel_Rarely,6500,Sales,2,Medical,1,1.0,Female,Sales Executive,Single,0,0
1157,33,Travel_Rarely,8224,Sales,9,Marketing,1,1.0,Female,Sales Executive,Single,0,1
691,35,Travel_Rarely,6646,Research & Development,6,Life Sciences,1,2.0,Male,Research Scientist,Single,1,0
1735,23,Travel_Rarely,3295,Research & Development,4,Medical,1,3.0,Female,Laboratory Technician,Single,1,0
1279,21,Travel_Frequently,2625,Research & Development,10,Life Sciences,1,1.0,Female,Laboratory Technician,Single,1,1
1125,38,Travel_Rarely,7351,Sales,2,Marketing,1,4.0,Male,Sales Executive,Single,7,0
1298,30,Non-Travel,4695,Research & Development,9,Medical,1,3.0,Female,Manufacturing Director,Single,7,0
600,35,Travel_Rarely,4717,Sales,1,Marketing,1,2.0,Male,Sales Executive,Married,9,0
1269,19,Travel_Rarely,2994,Research & Development,25,Life Sciences,1,,Female,Research Scientist,Single,1,0
171,43,Travel_Frequently,4739,Research & Development,28,Medical,1,2.0,Female,Research Scientist,Single,4,0
1585,36,Travel_Rarely,6815,Sales,1,Life Sciences,1,2.0,Female,Sales Executive,Single,6,0
999,41,Travel_Frequently,19419,Research & Development,9,Medical,1,1.0,Male,Research Director,Divorced,2,0
410,41,Travel_Rarely,16015,Sales,2,Life Sciences,1,4.0,Male,Manager,Single,1,0
118,46,Travel_Rarely,9619,Sales,9,Medical,1,3.0,Male,Sales Executive,Single,1,1
2031,42,Travel_Rarely,18880,Research & Development,2,Life Sciences,1,1.0,Male,Manager,Married,5,0
1443,47,Travel_Rarely,17169,Research & Development,2,Medical,1,1.0,Female,Research Director,Married,3,0
942,35,Travel_Rarely,4014,Research & Development,21,Life Sciences,1,4.0,Female,Healthcare Representative,Married,1,0
259,52,Travel_Rarely,19999,Research & Development,1,Life Sciences,1,3.0,Male,Manager,Married,0,0
1661,49,Travel_Rarely,13966,Research & Development,6,Life Sciences,1,3.0,Female,Healthcare Representative,Married,2,0
824,29,Travel_Rarely,2700,Research & Development,23,Life Sciences,1,3.0,Male,Research Scientist,Married,1,0
797,34,Travel_Rarely,3280,Research & Development,1,Life Sciences,1,2.0,Female,Research Scientist,Single,2,0
267,37,Travel_Rarely,3564,Research & Development,21,Life Sciences,1,2.0,Male,Research Scientist,Married,1,0
1056,28,Travel_Rarely,1052,Sales,10,Medical,1,4.0,Male,Sales Representative,Married,1,0
1548,40,Travel_Rarely,5473,Sales,9,Medical,1,1.0,Male,Sales Executive,Married,0,0
1073,36,Travel_Rarely,8858,Research & Development,12,Medical,1,4.0,Female,Manufacturing Director,Single,0,0
894,42,Travel_Rarely,5231,Research & Development,3,Life Sciences,1,3.0,Female,Laboratory Technician,Married,2,0
78,32,Travel_Rarely,6162,Research & Development,1,Medical,1,,Male,Manufacturing Director,Married,1,0
1079,21,Travel_Rarely,1416,Research & Development,10,Life Sciences,1,3.0,Female,Laboratory Technician,Single,1,1
284,22,Travel_Rarely,2328,Research & Development,5,Life Sciences,1,4.0,Male,Research Scientist,Divorced,1,0
1834,28,Travel_Rarely,3591,Research & Development,1,Medical,1,3.0,Female,Research Scientist,Married,1,0
2014,39,Travel_Rarely,4108,Research & Development,24,Life Sciences,1,1.0,Male,Research Scientist,Single,7,0
1931,27,Travel_Rarely,2226,Research & Development,2,Technical Degree,1,2.0,Male,Research Scientist,Married,1,0
319,42,Travel_Rarely,19232,Research & Development,4,Technical Degree,1,,Male,Manager,Married,1,0
903,47,Travel_Rarely,4537,Sales,2,Marketing,1,3.0,Female,Sales Executive,Married,0,0
28,34,Travel_Rarely,11994,Research & Development,7,Life Sciences,1,1.0,Female,Research Director,Single,0,0
128,24,Travel_Rarely,4999,Sales,3,Other,1,1.0,Female,Sales Executive,Married,0,0
1368,18,Non-Travel,1611,Research & Development,1,Life Sciences,1,4.0,Female,Laboratory Technician,Single,1,0
479,36,Non-Travel,6653,Sales,1,Medical,1,4.0,Female,Sales Executive,Single,4,0
